Epoch 1, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 1, Training Loss: 41.70759624079394, Accuracy: 0.40625
Epoch 2, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 2, Training Loss: 8.5457378686306, Accuracy: 0.40625
Epoch 3, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 3, Training Loss: 8.545005598026155, Accuracy: 0.40625
Epoch 4, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 4, Training Loss: 8.544439948242063, Accuracy: 0.40625
Epoch 5, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 5, Training Loss: 8.543993129095773, Accuracy: 0.40625
Epoch 6, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 6, Training Loss: 8.543636217878376, Accuracy: 0.40625
Epoch 7, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 7, Training Loss: 8.543347711111581, Accuracy: 0.40625
Epoch 8, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 8, Training Loss: 8.543112037004308, Accuracy: 0.40625
Epoch 9, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 9, Training Loss: 8.542915595697558, Accuracy: 0.40625
Epoch 10, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 10, Training Loss: 8.54274813044494, Accuracy: 0.40625
Epoch 11, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 11, Training Loss: 8.542600187933392, Accuracy: 0.40625
Epoch 12, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 12, Training Loss: 8.542464497604835, Accuracy: 0.40625
Epoch 13, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 13, Training Loss: 8.542329225806567, Accuracy: 0.40625
Epoch 14, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 14, Training Loss: 8.542187213411621, Accuracy: 0.40625
Epoch 15, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 15, Training Loss: 8.54201914074957, Accuracy: 0.40625
Epoch 16, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 16, Training Loss: 8.541809110539385, Accuracy: 0.40625
Epoch 17, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 17, Training Loss: 8.541510591193289, Accuracy: 0.40625
Epoch 18, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 18, Training Loss: 8.541072108772706, Accuracy: 0.40625
Epoch 19, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 19, Training Loss: 8.540347780518045, Accuracy: 0.40625
Epoch 20, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
Epoch 20, Training Loss: 8.539036968835088, Accuracy: 0.40625
Epoch 21, Validation Loss: 0.7631578947368421, Accuracy: 0.3508771929824561
